title,description,symbol,sentiment
UPDATE 1-Tesla's Autopilot system was engaged during fatal Florida crash in March - NTSB,"The National Transportation
Safety Board said on Thursday that Tesla Inc's
Autopilot feature was engaged during a fatal March 1 crash of a
2018 Model 3 in Delray Beach, Florida, in the latest serious
crash reported involving the driver-assistance system.
  
",TSLA,
"UPDATE 1-Amazon faces backlash in India for selling shoes, rugs with images of Hindu gods","Amazon.com faced a
social media backlash in India on Thursday after toilet seat
covers and other items emblazoned with images of Hindu gods were
spotted on its website.
  
",AMZN,
Tesla's Autopilot system was engaged during fatal Florida crash in March - NTSB,"The National Transportation
Safety Board said Thursday that Tesla's Autopilot
feature was engaged during a fatal March 1 crash of a Model 3,
in the latest serious crash reported that involves the
driver-assistance system.
  
",TSLA,
UPDATE 2-Tesla's Autopilot system was engaged during fatal Florida crash in March - NTSB,"Tesla Inc's
Autopilot feature was engaged during a fatal March 1 crash of a
2018 Model 3 in Delray Beach, Florida, in at least the third
fatal U.S. crash reported involving the driver-assistance
system, the National Transportation Safety Board said on
Thursday.
  
",TSLA,
"Facebook says removes 265 ""fake accounts"" linked to Israeli firm","Facebook said on
Thursday it had removed 265 Facebook and Instagram accounts,
pages, groups and events linked to an Israeli-based firm due to
what it called ""inauthentic behaviour"" targeting users in
Southeast Asia, Latin America and Africa.
  
",FB,
"CORRECTED-Facebook says removes 265 ""fake accounts"" linked to Israel","Facebook said on
Thursday it had removed 265 Facebook and Instagram accounts,
pages, groups and events linked to Israel due to what it called
""inauthentic behaviour"" targeting users in Southeast Asia, Latin
America and Africa.
  
",FB,
UPDATE 3-Tesla's Autopilot system was engaged during fatal Florida crash in March - NTSB,"Tesla Inc's
Autopilot feature was engaged during a fatal March 1 crash of a
2018 Model 3 in Delray Beach, Florida, in at least the third
fatal U.S. crash reported involving the driver-assistance
system, the National Transportation Safety Board said on
Thursday.
  
",TSLA,
"Microsoft, Sony partner on streaming games, chips and AI","Microsoft Corp and Sony Corp
on Thursday said they struck a strategic partnership in
which Sony would use Microsoft's cloud for streaming games and
media and the two would work together to develop new image
sensors.
  
",MSFT,
UPDATE 4-Third fatal Tesla Autopilot crash renews questions about system,"Tesla Inc's
Autopilot system was engaged during a fatal March 1 crash of a
2018 Model 3 in Delray Beach, Florida, in at least the third
fatal U.S. crash reported involving the driver-assistance
system, the National Transportation Safety Board said on
Thursday.
  
",TSLA,
Amazon close to buying a stake in UK's Deliveroo -Sky News,"Amazon.com Inc is in talks to
invest hundreds of millions of pounds in UK food delivery app
Deliveroo as part of a $575 million fundraising, Sky News
reported on Thursday, citing sources.
  
",AMZN,
A gunman slaughtered 11 Jews. Then people hunted for hate online,"The deadliest attack on Jews in American history appears to have triggered a spike in anti-Semitic searches on Google, exclusive research by CNN shows.",GOOGL,
Musk to review all of Tesla's expenses in new cost cutting plan,"Tesla Inc Chief Executive
Officer Elon Musk told employees on Thursday that he, along with
new finance head, will review all future expenses as part of an
initiative to cut costs, according to an email seen by Reuters.
  
",TSLA,
Tesla is hurting but electric and self-driving cars are still a good investment,Tesla is having a brutal year. But the company's missed sales forecasts and weakening demand shouldn't scare investors away from the electric vehicle business.,TSLA,
Warren Buffett's Berkshire Hathaway just made a $900 million bet on Amazon,Warren Buffett revealed how much his stake in Amazon is worth: more than $900 million.,AMZN,
UPDATE 1-Musk to review all of Tesla's expenses in new cost cutting plan,"Tesla Inc Chief Executive
Officer Elon Musk told employees on Thursday that he will
increase scrutiny of the company's expenses in his latest
initiative to cut costs at the electric car maker.
  
",TSLA,
"Nikkei rises on tech gains; Sony jumps on buyback, Microsoft tie-up","Japan's Nikkei share average
jumped on Friday and looked set to end the week with a slight
gain, led by rallies in Sony and technology shares,
though concerns about U.S.-China tensions kept many investors
cautious.
  
",MSFT,
"No FDI love? Apple, Amazon show 2 faces of India's quest to lure investment",India definitely needs to attract investments in manufacturing and other sectors,AMZN,
"UPDATE 1-Microsoft, Sony partner on streaming games, chips and AI","* Sony stock jumps 11 pct, Microsoft closes up 2 pct
(Adds background, share movement)
  
",MSFT,
UK's Deliveroo says Amazon heads latest funding round of $575 mln,"Deliveroo said on Friday that Amazon.com
Inc was the lead investor of a new $575 million funding
round in the British online food delivery company alongside its
existing investors.
  
",AMZN,
"Nikkei rises as techs lead gains; Sony jumps on buyback, Microsoft tie-up","Japan's Nikkei share average
jumped on Friday, led by Sony and technology shares,
but ended the week with a slight loss amid concerns about rising
U.S.-China trade tensions.
  
",MSFT,
Italy's antitrust opens abuse of dominant position probe into Google,"Italy's competition watchdog said
on Friday it had opened an investigation into alleged abuse of a
dominant market position by Google in the smart device
sector.
  
",GOOGL,
UPDATE 1-Amazon wades into British food delivery battle with Deliveroo funding,"Amazon has led a new funding
round in Britain's online food delivery company Deliveroo,
throwing its weight behind the app in the battle with Uber Eats
and Just Eat to deliver takeaway meals.
  
",AMZN,
UPDATE 2-Amazon squares up to Uber with backing for UK food app Deliveroo,"* Investment pitches Amazon against Uber
(Adds background, quote)
  
",AMZN,
UPDATE 1-Italy's watchdog investigates Google for alleged antitrust abuse,"Italy's competition watchdog said
on Friday it had opened an investigation into alleged abuse of a
dominant market position by Google in the smart device
sector.
  
",GOOGL,
UPDATE 1-European shares dragged by trade rhetoric,"* Food delivery firms hit as Amazon backs Deliveroo in
funding
  
",AMZN,
"Google, Facebook, Twitter still falling short in combating fake news - EU","Facebook, Google
and Twitter are still not doing enough to
tackle fake news plaguing the election campaign to the European
Parliament, the European Commission said on Friday in its latest
report.
  
",FB,
UPDATE 3-Amazon squares up to Uber with backing for UK food app Deliveroo,"* Investment pitches Amazon against Uber Eats
(Adds background, industry context)
  
",AMZN,
"UPDATE 1-Google, Facebook, Twitter rapped for not doing enough in EU fake news fight","Facebook, Google
and Twitter were reprimanded by the European
Commission on Friday for not doing enough to tackle fake news
plaguing the election campaign to the European Parliament, seven
months after promising to do more.
  
",FB,
UPDATE 4-Amazon squares up to Uber with backing for UK food app Deliveroo,"* Investment pitches Amazon against Uber Eats
(Adds detail on founders, reaction)
  
",AMZN,
German finance minister expects OECD deal on digital tax in 2020,"German Finance Minister Olaf
Scholz said on Friday he expected the Organisation for Economic
Cooperation and Development (OECD) will agree a minimum level of
taxation for digital companies such as Amazon, Google
and Facebook by mid-2020.
  
",FB,
Facebook forms Swiss fintech firm with payments focus,"Facebook has set up a new
financial technology company in Switzerland focusing on
blockchain and payments as well as data analytics and investing,
Geneva's commercial register shows.
  
",FB,
Facebook breakup would be solution of last resort -EU's Vestager,"A break-up of U.S. social media
company Facebook would be a solution of last resort that
would probably generate long judicial procedures, EU Competition
Commissioner Margrethe Vestager said on Friday.
  
",FB,
UPDATE 5-Amazon squares up to Uber with backing for UK food app Deliveroo,"* Investment pitches Amazon against Uber Eats
(Adds Cat Rock Capital statement in paragraphs 16 and 17)
  
",AMZN,
Google Doodle marks 971st birth anniversary of Persian mathematician  Omar Khayyam," Google Doodle on Saturday marked the 971st birth anniversary of Omar Khayyam, a celebrated Persian mathematician, poet, philosopher, and astronomer.  Khayyam best known for his work on the classification and solution of cubic equations was also a well-known astronomer and poet. Khayyam was first to give a general method for solving cubic equations.",GOOGL,
