date,title,description
9/20/19 10:02,A flaw in iOS 13 can expose your contact details,"A flaw in iOS 13, the new iPhone operating system Apple released Thursday, exposes contact details stored in iPhones without requiring a passcode or biometric identification. And Apple has known about the flaw since July, a person who reported the bug to Apple told CNN Business."
9/23/19 10:30,'Oprah's Book Club' series is set to premiere on Apple TV+,"Oprah Winfrey is taking her book club global with Apple TV+, the company announced Monday."
9/24/19 8:35,Bajrang Punia wants wrestling to be made national sport,"Three-time World Championship medallist Bajrang Punia on Tuesday called for wrestling to be made the national sport, insisting that Indian grapplers have consistently won medals in big-ticket events."
9/25/19 2:00,"Finally, Apple iPad gets its own iPadOS: Compatible devices and what's new","The iPadOS brings desktop-like browsing experience, improved file manager, enhanced multitasking capabilities, redesigned user interface, etc"
10/11/19 8:00,"Apple iPhone 11 Pro: Finally, an iPhone with Android-like imaging prowess","At Rs 99,900 for the base model, the iPhone 11 Pro carries the same price tag as its predecessor but brings a host of updates and upgrades; consider it for its imaging, performance, and intuitive OS"
10/11/19 12:00,'Masters of the Air' from Steven Spielberg and Tom Hanks lands at Apple,"""Masters of the Air,"" the long-awaited next WWII television series from Steven Spielberg's Amblin Television and Tom Hanks and Gary Goetzman's Playtone, will be taking flight at Apple."
10/18/19 17:30,The somewhat improved iPhone 11 is really a cue to buy the cheaper XR,"Apple iPhone 11 (Rs 64,900, 64GB) vs Apple iPhone XR (Rs 49,900, 64GB)"
10/24/19 1:05,Apple now has a chip design team in Bengaluru,"Like Google, Apple too will now have engineers in Bengaluru working on its chip design initiatives. This follows Apple?s $1-billion acquisition of Intel?s smartphone modem business in July. Sources told TOI that nearly 160 Intel engineers in Bengaluru are part of this business, and will move to Apple to join its global hardware engineering team."
10/28/19 10:00,'The Morning Show' sounds muted alarm for Apple TV+,"""The Morning Show"" is the showiest of Apple TV+'s new series, starring Jennifer Aniston and Reese Witherspoon in a drama with a timely tie-in to the back-in-the-headlines scandal surrounding Matt Lauer's ""Today"" show exit. As executed, though, hold that wake-up call, considering that most of its big ideas essentially rehash ground ""Network"" covered more than 40 years ago."
10/28/19 12:30,Google owner Alphabet looking to buy wearable fitness device maker Fitbit,"While Google has joined other major technology companies like Apple Inc and Samsung Electronics Co Ltd in developing smartphones, it has yet to develop any wearable offerings"
10/29/19 4:30,Apple launches AirPods Pro priced at $249; to ship from October 31,The company is doubling down on its wearables and services units to boost revenue as it faced slowing iPhone sales in recent quarters
10/29/19 17:00,"Apple TV+ roundup: Four shows, but not much to 'See' here","Four premium-type series inaugurate Apple TV+, and even by the hit-miss standards of plain old TV, it's an underwhelming crop. Indeed, in terms of top-tier fare springing from the premium networks and services, these Apple offerings fall pretty far from the tree."
10/30/19 14:03,Ravinder settles for silver at U-23 World Wrestling Championship,"Indian grappler Ravinder settled for a silver medal after going down to Kyrgyzstan's Ulukbek Zholdoshbekov in the 61kg final at the U-23 World Wrestling Championship. The 22-year-old Indian suffered a 3-5 loss to Ulukbek, the current Asian U23 champion in 61kg."
11/1/19 1:10,Apple has record sales of Mac in India,"Apple?s back-to-school promotion appears to be paying off in India. The company's CFO Luca Maestri said it achieved record business in India in the last quarter, buoyed by sales of its Mac computers."
11/1/19 11:33,Google to buy wearables maker Fitbit for $2.1 billion,"Google has agreed to buy Fitbit for $2.1 billion in a move giving the US tech giant an entry into the wearable technology space, the two companies announced on Friday. The move comes with Google seeking to expand beyond its core business of online search into hardware, and with Fitbit struggling against rivals including Apple."
11/5/19 8:30,"OTT wars: How Apple, Disney, Netflix will retain streaming subscribers","In May Netflix made a rare acquisition, of the children's media brand StoryBots, for an undisclosed sum. In July it announced seven new series targeting preschoolers."
11/10/19 22:30,"Apple Card sparks gender debate, Steve Wozniak flags wife's credit rating","On Saturday, Wozniak said he got 10 times more credit on the card compared with his wife."
11/13/19 10:00,"Soon, Google to offer current accounts in partnership with Citigroup","The details of the project, named Cache, were first reported by the Wall Street Journal and follow moves by tech heavyweights Apple Inc and Facebook Inc into the financial industry this year"
11/16/19 13:30,Hornets Kicking Off Road Trip in the Big Apple,"A four-game, Eastern Conference road trip gets underway for the Charlotte Hornets tonight as they?ll look to go two-for-two in their back"
11/25/19 6:30,"Apple making iPhone XR in India, expanding operations: Ravi Shankar Prasad","India's overall mobile as well as components exports are expected to cross $1.6 billion each in 2019-20,"
11/25/19 7:05,"'Apple making iPhone XR in India, expanding ops'","Apple has started production of iPhone XR in India for domestic market and exports, IT Minister Ravi Shankar Prasad said. He also said that Salcomp, the world's largest manufacturer and a major supplier of chargers to Apple for iPhone, has reached agreement to take over closed facility of Nokia in a SEZ near Chennai."
11/28/19 10:01,'Servant' is eerie but can't overcome its worm-ridden twist,"Apple TV+'s rough start with original programming doesn't get any smoother with ""Servant,"" an eerie new series produced by M. Night Shyamalan, who also directed the pilot. Seemingly inspired by ""Rosemary's Baby,"" there's no recovering from the worm-ridden nature of its concept, which starts off fuzzy and weird and doesn't get much clearer over time."
11/29/19 7:30,Samsung Galaxy Watch LTE review: Apple Watch substitute for Android users,The Samsung Galaxy Watch LTE seems to be for Android users everything that Apple Watch is for iPhone users. But does it perform equally well? Let's find out
11/30/19 11:05,"Wrestling Nationals: Vinesh, Sakshi win gold; Anita stuns Divya",Star grapplers Vinesh Phogat (55kg) and Sakshi Malik (62kg) dished out convincing wins in the finals to claim gold medals on day two of the Senior National Wrestling Championships on Saturday.
12/6/19 8:34,Onion prices shoot up to Rs165/kg,"Showing no signs of cooling down, retail onion prices have continued to spiral, touching as high as Rs 165/kg on Friday even as the government grapples to boost the supplies through imports."
12/8/19 9:34,SAG: Sakshi wins gold to lead India's complete domination in wrestling,Olympic bronze medallist Sakshi Malik led the charge as Indian grapplers clinched four gold medals on day three of wrestling competitions at the 13th South Asian Games on Sunday.
12/12/19 23:34,How companies are gearing up to tackle e-waste,"Offering incentives to consumers to exchange their old devices, using recycled material to build new phones and creating awareness about e-waste are some of the key steps being taken by companies, including Croma, Apple, Panasonic, LG and Flipkart, to stem the flow of the most hazardous trash stream on earth."
12/13/19 3:30,"YouTube's paid services outpace Spotify, local rivals in India market","The one paid service that could have more users than YouTube is Apple Music, which has been tight-lipped about its subscriber figures."
12/16/19 12:00,"China's positive numbers, trade deal drive Wall Street to record high","Apple Inc, among the biggest companies to benefit from the deal, rose 1.7 per cent"
12/17/19 5:00,"Apple, Microsoft, among five sued over child labour deaths in cobalt mines","Impoverished but mineral-rich DR Congo is the world's largest producer of the rare metal, which is crucial for making batteries used in mobile phones and electric vehicles"
12/20/19 8:00,Apple has secret team working on satellites to beam data to devices,Apple's work on communications satellites and next-generation wireless technology means the aim is likely to beam data to a user's device
12/20/19 14:32,"For Spotify, music might not actually be the key to success","The music-streaming space is competitive and crowded, with Apple, Google, Amazon, Pandora, Tidal, iHeart Radio and dozens more battling for ears. But Spotify is the lead player, with more than 113 million paid subscribers."
12/25/19 1:35,"Year in Review: From Samsung to Apple, top 5 premium smartphones of 2019",Business Standard takes a look at the top five premium smartphones launched in 2019. Read on for a list of 5 best smartphones launched during the year
12/25/19 7:40,Apple iPhone XR becomes top-selling model in Q3,"Apple iPhone XR became the top-selling smartphone model globally in the third quarter of 2019, capturing 3 per cent market share, Counterpoint Research said on Tuesday."
12/28/19 23:04,"Medals, mirth and melancholy: Talking points in sports in 2019","Indian grapplers, boxers and shooters led from the front in the year 2019, achieving several firsts during the year. Ace shuttler PV Sindhu also had her date with history at the World Championships in Basel. TOI takes a look at the talking points of 2019."
